TI=0.05 | U_mean=4.00 | Ct_used=0.92 | D=178.00 | rho=1.22 | Ct_path=inputs/turbie_inputs/CT.txt | param_path=inputs/turbie_inputs/turbie_parameters.txt | wind_file=wind_4_ms_TI_0.1.txt | ct_mode=mean
Sampling_rate_Hz=100.00
t[s]	U[m/s]	x_blade[m]	x_tower[m]	v_blade[m/s]	v_tower[m/s]
51.96 3.63 0.10 -0.03 -0.25 0.03
51.97 3.63 0.10 -0.03 -0.26 0.04
51.98 3.63 0.10 -0.03 -0.26 0.04
51.99 3.63 0.09 -0.03 -0.26 0.04
52.00 3.64 0.09 -0.03 -0.26 0.04
52.01 3.65 0.09 -0.03 -0.26 0.05
52.02 3.66 0.09 -0.02 -0.26 0.05
52.03 3.67 0.08 -0.02 -0.26 0.05
52.04 3.69 0.08 -0.02 -0.26 0.05
52.05 3.71 0.08 -0.02 -0.26 0.05
52.06 3.73 0.08 -0.02 -0.26 0.06
52.07 3.74 0.07 -0.02 -0.25 0.06
52.08 3.76 0.07 -0.02 -0.25 0.06
52.09 3.77 0.07 -0.02 -0.25 0.06
52.10 3.78 0.07 -0.02 -0.24 0.06
52.11 3.79 0.06 -0.02 -0.24 0.07
52.12 3.79 0.06 -0.02 -0.23 0.07
52.13 3.79 0.06 -0.02 -0.23 0.07
52.14 3.79 0.06 -0.02 -0.22 0.07
52.15 3.79 0.05 -0.02 -0.22 0.07
52.16 3.79 0.05 -0.02 -0.21 0.07
52.17 3.78 0.05 -0.02 -0.20 0.08
52.18 3.78 0.05 -0.01 -0.19 0.08
52.19 3.78 0.05 -0.01 -0.19 0.08
52.20 3.78 0.04 -0.01 -0.18 0.08
52.21 3.79 0.04 -0.01 -0.17 0.08
52.22 3.79 0.04 -0.01 -0.16 0.08
52.23 3.80 0.04 -0.01 -0.15 0.08
52.24 3.81 0.04 -0.01 -0.14 0.08
52.25 3.81 0.04 -0.01 -0.13 0.08
52.26 3.82 0.04 -0.01 -0.12 0.09
52.27 3.83 0.03 -0.01 -0.11 0.09
52.28 3.84 0.03 -0.01 -0.10 0.09
52.29 3.85 0.03 -0.01 -0.09 0.09
52.30 3.85 0.03 -0.00 -0.07 0.09
52.31 3.85 0.03 -0.00 -0.06 0.09
52.32 3.85 0.03 -0.00 -0.05 0.09
52.33 3.85 0.03 -0.00 -0.04 0.09
52.34 3.85 0.03 -0.00 -0.03 0.09
52.35 3.85 0.03 0.00 -0.01 0.09
52.36 3.85 0.03 0.00 0.00 0.09
52.37 3.85 0.03 0.00 0.01 0.09
52.38 3.85 0.03 0.00 0.03 0.09
52.39 3.85 0.03 0.00 0.04 0.09
52.40 3.86 0.03 0.00 0.05 0.09
52.41 3.87 0.03 0.01 0.07 0.09
52.42 3.87 0.03 0.01 0.08 0.09
52.43 3.88 0.03 0.01 0.09 0.09
52.44 3.89 0.03 0.01 0.11 0.09
52.45 3.90 0.03 0.01 0.12 0.09
52.46 3.91 0.04 0.01 0.14 0.09
52.47 3.92 0.04 0.01 0.15 0.09
52.48 3.93 0.04 0.01 0.16 0.09
52.49 3.94 0.04 0.01 0.18 0.09
52.50 3.95 0.04 0.01 0.19 0.09
52.51 3.95 0.04 0.01 0.20 0.09
52.52 3.95 0.05 0.02 0.22 0.09
52.53 3.96 0.05 0.02 0.23 0.09
52.54 3.96 0.05 0.02 0.24 0.09
52.55 3.96 0.05 0.02 0.26 0.09
52.56 3.96 0.06 0.02 0.27 0.09
52.57 3.96 0.06 0.02 0.28 0.09
52.58 3.96 0.06 0.02 0.30 0.09
52.59 3.96 0.06 0.02 0.31 0.09
52.60 3.97 0.07 0.02 0.32 0.09
52.61 3.97 0.07 0.02 0.33 0.09
52.62 3.98 0.07 0.03 0.34 0.09
52.63 3.99 0.08 0.03 0.35 0.09
52.64 4.00 0.08 0.03 0.36 0.09
52.65 4.01 0.09 0.03 0.37 0.09
52.66 4.01 0.09 0.03 0.38 0.09
52.67 4.02 0.09 0.03 0.39 0.09
52.68 4.03 0.10 0.03 0.40 0.09
52.69 4.03 0.10 0.03 0.41 0.09
52.70 4.03 0.11 0.03 0.42 0.09
52.71 4.03 0.11 0.03 0.43 0.09
52.72 4.03 0.11 0.03 0.44 0.09
52.73 4.02 0.12 0.04 0.44 0.09
52.74 4.01 0.12 0.04 0.45 0.09
52.75 4.01 0.13 0.04 0.46 0.09
52.76 4.00 0.13 0.04 0.46 0.10
52.77 3.99 0.14 0.04 0.47 0.10
52.78 3.98 0.14 0.04 0.47 0.10
52.79 3.97 0.15 0.04 0.47 0.10
52.80 3.96 0.15 0.04 0.48 0.10
52.81 3.96 0.16 0.04 0.48 0.10
52.82 3.95 0.16 0.04 0.48 0.10
52.83 3.95 0.16 0.04 0.48 0.10
52.84 3.96 0.17 0.05 0.48 0.10
52.85 3.96 0.17 0.05 0.48 0.10
52.86 3.96 0.18 0.05 0.48 0.10
52.87 3.97 0.18 0.05 0.48 0.10
52.88 3.98 0.19 0.05 0.48 0.10
52.89 3.99 0.19 0.05 0.48 0.10
52.90 4.00 0.20 0.05 0.48 0.10
52.91 4.00 0.20 0.05 0.47 0.10
52.92 4.00 0.21 0.05 0.47 0.10
52.93 4.01 0.21 0.06 0.47 0.10
52.94 4.01 0.22 0.06 0.46 0.10
52.95 4.00 0.22 0.06 0.46 0.11
52.96 4.00 0.23 0.06 0.45 0.11
52.97 3.99 0.23 0.06 0.45 0.11
52.98 3.99 0.24 0.06 0.44 0.11
52.99 3.98 0.24 0.06 0.44 0.11
53.00 3.97 0.24 0.06 0.43 0.11
53.01 3.96 0.25 0.06 0.42 0.11
53.02 3.95 0.25 0.06 0.41 0.11
53.03 3.94 0.26 0.07 0.40 0.11
53.04 3.94 0.26 0.07 0.39 0.11
53.05 3.94 0.26 0.07 0.38 0.11
53.06 3.94 0.27 0.07 0.37 0.12
53.07 3.94 0.27 0.07 0.36 0.12
53.08 3.95 0.28 0.07 0.35 0.12
53.09 3.96 0.28 0.07 0.34 0.12
53.10 3.96 0.28 0.07 0.33 0.12
53.11 3.97 0.29 0.08 0.32 0.12
53.12 3.98 0.29 0.08 0.31 0.12
53.13 3.99 0.29 0.08 0.30 0.12
53.14 4.00 0.29 0.08 0.29 0.12
53.15 4.01 0.30 0.08 0.27 0.12
53.16 4.01 0.30 0.08 0.26 0.13
53.17 4.02 0.30 0.08 0.25 0.13
53.18 4.02 0.31 0.08 0.24 0.13
53.19 4.01 0.31 0.09 0.22 0.13
53.20 4.00 0.31 0.09 0.21 0.13
53.21 4.00 0.31 0.09 0.20 0.13
53.22 3.98 0.31 0.09 0.19 0.13
53.23 3.97 0.32 0.09 0.17 0.13
53.24 3.96 0.32 0.09 0.16 0.13
53.25 3.94 0.32 0.09 0.15 0.13
53.26 3.93 0.32 0.09 0.13 0.13
53.27 3.92 0.32 0.10 0.12 0.13
53.28 3.91 0.32 0.10 0.10 0.13
53.29 3.90 0.32 0.10 0.09 0.13
53.30 3.89 0.32 0.10 0.08 0.14
53.31 3.88 0.33 0.10 0.06 0.14
53.32 3.88 0.33 0.10 0.05 0.14
53.33 3.87 0.33 0.10 0.03 0.14
53.34 3.87 0.33 0.11 0.02 0.14
53.35 3.86 0.33 0.11 0.01 0.14
53.36 3.85 0.33 0.11 -0.01 0.14
53.37 3.85 0.33 0.11 -0.02 0.14
53.38 3.84 0.33 0.11 -0.03 0.14
53.39 3.83 0.33 0.11 -0.05 0.14
53.40 3.83 0.33 0.11 -0.06 0.14
53.41 3.82 0.32 0.11 -0.07 0.14
53.42 3.81 0.32 0.12 -0.08 0.14
53.43 3.81 0.32 0.12 -0.10 0.14
53.44 3.81 0.32 0.12 -0.11 0.14
53.45 3.81 0.32 0.12 -0.12 0.14
53.46 3.81 0.32 0.12 -0.13 0.14
53.47 3.81 0.32 0.12 -0.14 0.13
53.48 3.81 0.32 0.12 -0.15 0.13
53.49 3.81 0.31 0.13 -0.16 0.13
53.50 3.81 0.31 0.13 -0.17 0.13
53.51 3.81 0.31 0.13 -0.18 0.13
53.52 3.81 0.31 0.13 -0.19 0.13
53.53 3.80 0.31 0.13 -0.20 0.13
53.54 3.80 0.31 0.13 -0.20 0.13
53.55 3.78 0.30 0.13 -0.21 0.13
53.56 3.77 0.30 0.13 -0.22 0.13
53.57 3.75 0.30 0.14 -0.23 0.12
53.58 3.73 0.30 0.14 -0.23 0.12
53.59 3.71 0.29 0.14 -0.24 0.12
53.60 3.69 0.29 0.14 -0.24 0.12
53.61 3.67 0.29 0.14 -0.25 0.12
53.62 3.65 0.29 0.14 -0.25 0.12
53.63 3.64 0.28 0.14 -0.26 0.11
53.64 3.63 0.28 0.14 -0.26 0.11
53.65 3.62 0.28 0.15 -0.27 0.11
53.66 3.62 0.28 0.15 -0.27 0.11
53.67 3.62 0.27 0.15 -0.27 0.11
53.68 3.63 0.27 0.15 -0.28 0.10
53.69 3.63 0.27 0.15 -0.28 0.10
53.70 3.64 0.27 0.15 -0.28 0.10
53.71 3.65 0.26 0.15 -0.28 0.10
53.72 3.66 0.26 0.15 -0.28 0.09
53.73 3.67 0.26 0.15 -0.28 0.09
53.74 3.67 0.25 0.15 -0.28 0.09
53.75 3.68 0.25 0.16 -0.27 0.09
53.76 3.68 0.25 0.16 -0.27 0.08
53.77 3.67 0.25 0.16 -0.27 0.08
53.78 3.67 0.24 0.16 -0.27 0.08
53.79 3.66 0.24 0.16 -0.26 0.07
53.80 3.65 0.24 0.16 -0.26 0.07
53.81 3.64 0.24 0.16 -0.25 0.07
53.82 3.63 0.23 0.16 -0.25 0.06
53.83 3.63 0.23 0.16 -0.24 0.06
53.84 3.62 0.23 0.16 -0.24 0.06
53.85 3.62 0.23 0.16 -0.23 0.05
53.86 3.61 0.22 0.16 -0.23 0.05
53.87 3.61 0.22 0.16 -0.22 0.04
53.88 3.62 0.22 0.16 -0.21 0.04
53.89 3.62 0.22 0.16 -0.21 0.04
53.90 3.62 0.22 0.16 -0.20 0.03
53.91 3.63 0.21 0.16 -0.19 0.03
53.92 3.64 0.21 0.16 -0.18 0.03
53.93 3.65 0.21 0.17 -0.17 0.02
53.94 3.65 0.21 0.17 -0.16 0.02
53.95 3.66 0.21 0.17 -0.15 0.01
53.96 3.67 0.21 0.17 -0.14 0.01
53.97 3.68 0.20 0.17 -0.13 0.01
53.98 3.69 0.20 0.17 -0.12 0.00
53.99 3.70 0.20 0.17 -0.11 -0.00
54.00 3.71 0.20 0.17 -0.10 -0.01
54.01 3.72 0.20 0.17 -0.09 -0.01
54.02 3.73 0.20 0.17 -0.08 -0.01
54.03 3.74 0.20 0.17 -0.07 -0.02
54.04 3.75 0.20 0.17 -0.06 -0.02
54.05 3.76 0.20 0.16 -0.04 -0.03
54.06 3.77 0.20 0.16 -0.03 -0.03
54.07 3.78 0.20 0.16 -0.02 -0.04
54.08 3.79 0.20 0.16 -0.01 -0.04
54.09 3.80 0.20 0.16 0.00 -0.04
54.10 3.81 0.20 0.16 0.01 -0.05
54.11 3.81 0.20 0.16 0.03 -0.05
54.12 3.82 0.20 0.16 0.04 -0.06
54.13 3.82 0.20 0.16 0.05 -0.06
54.14 3.83 0.20 0.16 0.06 -0.06
54.15 3.83 0.20 0.16 0.07 -0.07
54.16 3.83 0.20 0.16 0.08 -0.07
54.17 3.83 0.20 0.16 0.10 -0.08
54.18 3.83 0.20 0.16 0.11 -0.08
54.19 3.83 0.20 0.16 0.12 -0.08
54.20 3.83 0.20 0.16 0.13 -0.09
54.21 3.83 0.20 0.16 0.14 -0.09
54.22 3.83 0.21 0.15 0.15 -0.09
54.23 3.83 0.21 0.15 0.16 -0.10
54.24 3.82 0.21 0.15 0.17 -0.10
54.25 3.82 0.21 0.15 0.17 -0.10
54.26 3.82 0.21 0.15 0.18 -0.11
54.27 3.82 0.21 0.15 0.19 -0.11
54.28 3.82 0.22 0.15 0.20 -0.11
54.29 3.82 0.22 0.15 0.20 -0.12
54.30 3.83 0.22 0.15 0.21 -0.12
54.31 3.83 0.22 0.14 0.22 -0.12
54.32 3.83 0.22 0.14 0.22 -0.13
54.33 3.84 0.23 0.14 0.23 -0.13
54.34 3.84 0.23 0.14 0.23 -0.13
54.35 3.84 0.23 0.14 0.24 -0.13
54.36 3.85 0.23 0.14 0.24 -0.14
54.37 3.85 0.24 0.14 0.24 -0.14
54.38 3.85 0.24 0.14 0.25 -0.14
54.39 3.84 0.24 0.13 0.25 -0.14
54.40 3.84 0.24 0.13 0.25 -0.14
54.41 3.83 0.25 0.13 0.25 -0.15
54.42 3.83 0.25 0.13 0.25 -0.15
54.43 3.82 0.25 0.13 0.25 -0.15
54.44 3.81 0.25 0.13 0.25 -0.15
54.45 3.80 0.26 0.13 0.25 -0.15
54.46 3.80 0.26 0.12 0.25 -0.16
54.47 3.79 0.26 0.12 0.24 -0.16
54.48 3.79 0.26 0.12 0.24 -0.16
54.49 3.79 0.27 0.12 0.24 -0.16
54.50 3.80 0.27 0.12 0.23 -0.16
54.51 3.80 0.27 0.12 0.23 -0.16
54.52 3.81 0.27 0.11 0.22 -0.16
54.53 3.82 0.27 0.11 0.21 -0.16
54.54 3.83 0.28 0.11 0.21 -0.16
54.55 3.84 0.28 0.11 0.20 -0.16
54.56 3.85 0.28 0.11 0.19 -0.16
54.57 3.85 0.28 0.11 0.19 -0.16
54.58 3.85 0.28 0.10 0.18 -0.17
54.59 3.85 0.29 0.10 0.17 -0.17
54.60 3.85 0.29 0.10 0.16 -0.17
54.61 3.85 0.29 0.10 0.15 -0.17
54.62 3.84 0.29 0.10 0.14 -0.17
54.63 3.83 0.29 0.10 0.13 -0.17
54.64 3.83 0.29 0.09 0.12 -0.17
54.65 3.82 0.29 0.09 0.11 -0.16
54.66 3.82 0.30 0.09 0.10 -0.16
54.67 3.81 0.30 0.09 0.09 -0.16
54.68 3.81 0.30 0.09 0.07 -0.16
54.69 3.81 0.30 0.09 0.06 -0.16
54.70 3.81 0.30 0.08 0.05 -0.16
54.71 3.81 0.30 0.08 0.03 -0.16
54.72 3.81 0.30 0.08 0.02 -0.16
54.73 3.81 0.30 0.08 0.01 -0.16
54.74 3.81 0.30 0.08 -0.01 -0.16
54.75 3.81 0.30 0.08 -0.02 -0.16
54.76 3.81 0.30 0.07 -0.04 -0.16
54.77 3.81 0.30 0.07 -0.05 -0.15
54.78 3.81 0.30 0.07 -0.07 -0.15
54.79 3.80 0.30 0.07 -0.08 -0.15
54.80 3.79 0.30 0.07 -0.10 -0.15
54.81 3.79 0.30 0.07 -0.11 -0.15
54.82 3.78 0.29 0.07 -0.13 -0.15
54.83 3.78 0.29 0.06 -0.14 -0.15
54.84 3.77 0.29 0.06 -0.16 -0.14
54.85 3.77 0.29 0.06 -0.18 -0.14
54.86 3.76 0.29 0.06 -0.19 -0.14
54.87 3.76 0.29 0.06 -0.21 -0.14
54.88 3.75 0.28 0.06 -0.22 -0.14
54.89 3.75 0.28 0.06 -0.24 -0.14
54.90 3.75 0.28 0.05 -0.25 -0.13
54.91 3.74 0.28 0.05 -0.27 -0.13
54.92 3.74 0.27 0.05 -0.28 -0.13
54.93 3.74 0.27 0.05 -0.30 -0.13
54.94 3.74 0.27 0.05 -0.31 -0.13
54.95 3.73 0.26 0.05 -0.33 -0.13
54.96 3.73 0.26 0.05 -0.34 -0.12
54.97 3.73 0.26 0.05 -0.35 -0.12
54.98 3.73 0.25 0.04 -0.37 -0.12
54.99 3.73 0.25 0.04 -0.38 -0.12
55.00 3.73 0.25 0.04 -0.39 -0.12
55.01 3.73 0.24 0.04 -0.41 -0.11
55.02 3.74 0.24 0.04 -0.42 -0.11
55.03 3.74 0.23 0.04 -0.43 -0.11
55.04 3.75 0.23 0.04 -0.44 -0.11
55.05 3.75 0.23 0.04 -0.45 -0.11
55.06 3.76 0.22 0.04 -0.46 -0.11
55.07 3.77 0.22 0.03 -0.47 -0.10
55.08 3.77 0.21 0.03 -0.48 -0.10
55.09 3.78 0.21 0.03 -0.49 -0.10
55.10 3.78 0.20 0.03 -0.49 -0.10
55.11 3.79 0.20 0.03 -0.50 -0.10
55.12 3.79 0.19 0.03 -0.51 -0.10
55.13 3.79 0.19 0.03 -0.51 -0.09
55.14 3.80 0.18 0.03 -0.52 -0.09
55.15 3.80 0.18 0.03 -0.52 -0.09
55.16 3.81 0.17 0.03 -0.53 -0.09
55.17 3.81 0.17 0.02 -0.53 -0.09
55.18 3.81 0.16 0.02 -0.53 -0.09
55.19 3.82 0.15 0.02 -0.53 -0.09
55.20 3.82 0.15 0.02 -0.54 -0.09
55.21 3.82 0.14 0.02 -0.54 -0.08
55.22 3.82 0.14 0.02 -0.54 -0.08
55.23 3.82 0.13 0.02 -0.54 -0.08
55.24 3.82 0.13 0.02 -0.53 -0.08
55.25 3.81 0.12 0.02 -0.53 -0.08
55.26 3.81 0.12 0.02 -0.53 -0.08
55.27 3.79 0.11 0.02 -0.53 -0.08
55.28 3.78 0.11 0.02 -0.52 -0.08
55.29 3.77 0.10 0.01 -0.52 -0.08
55.30 3.76 0.10 0.01 -0.51 -0.07
55.31 3.74 0.09 0.01 -0.51 -0.07
55.32 3.73 0.09 0.01 -0.50 -0.07
55.33 3.72 0.08 0.01 -0.50 -0.07
55.34 3.71 0.08 0.01 -0.49 -0.07
55.35 3.70 0.07 0.01 -0.49 -0.07
55.36 3.70 0.07 0.01 -0.48 -0.07
55.37 3.69 0.06 0.01 -0.47 -0.07
55.38 3.69 0.06 0.01 -0.46 -0.07
55.39 3.69 0.05 0.01 -0.45 -0.07
55.40 3.69 0.05 0.01 -0.44 -0.07
55.41 3.69 0.04 0.01 -0.43 -0.07
55.42 3.69 0.04 0.01 -0.42 -0.07
55.43 3.69 0.04 0.00 -0.41 -0.07
55.44 3.68 0.03 0.00 -0.40 -0.07
55.45 3.68 0.03 0.00 -0.39 -0.07
55.46 3.68 0.02 0.00 -0.37 -0.07
55.47 3.67 0.02 0.00 -0.36 -0.07
55.48 3.67 0.02 0.00 -0.35 -0.07
55.49 3.66 0.01 0.00 -0.34 -0.07
55.50 3.66 0.01 0.00 -0.32 -0.07
55.51 3.66 0.01 -0.00 -0.31 -0.07
55.52 3.66 0.00 -0.00 -0.29 -0.07
55.53 3.67 0.00 -0.00 -0.28 -0.07
55.54 3.67 -0.00 -0.00 -0.26 -0.07
55.55 3.68 -0.00 -0.00 -0.25 -0.07
55.56 3.69 -0.01 -0.00 -0.23 -0.07
55.57 3.69 -0.01 -0.00 -0.22 -0.07
55.58 3.70 -0.01 -0.01 -0.20 -0.07
55.59 3.70 -0.01 -0.01 -0.18 -0.07
55.60 3.71 -0.01 -0.01 -0.17 -0.07
55.61 3.71 -0.02 -0.01 -0.15 -0.07
55.62 3.70 -0.02 -0.01 -0.13 -0.07
55.63 3.70 -0.02 -0.01 -0.11 -0.07
55.64 3.69 -0.02 -0.01 -0.10 -0.07
55.65 3.69 -0.02 -0.01 -0.08 -0.07
55.66 3.68 -0.02 -0.01 -0.06 -0.07
55.67 3.68 -0.02 -0.01 -0.05 -0.06
55.68 3.67 -0.02 -0.01 -0.03 -0.06
55.69 3.67 -0.02 -0.01 -0.01 -0.06
55.70 3.67 -0.02 -0.01 0.00 -0.06
55.71 3.67 -0.02 -0.01 0.02 -0.06
55.72 3.67 -0.02 -0.01 0.04 -0.06
55.73 3.67 -0.02 -0.01 0.05 -0.06
55.74 3.68 -0.02 -0.02 0.07 -0.06
55.75 3.68 -0.02 -0.02 0.09 -0.06
55.76 3.68 -0.02 -0.02 0.10 -0.06
55.77 3.68 -0.02 -0.02 0.12 -0.06
55.78 3.68 -0.02 -0.02 0.13 -0.06
55.79 3.67 -0.02 -0.02 0.15 -0.06
55.80 3.67 -0.01 -0.02 0.16 -0.06
55.81 3.66 -0.01 -0.02 0.18 -0.06
55.82 3.65 -0.01 -0.02 0.19 -0.06
55.83 3.63 -0.01 -0.02 0.20 -0.06
55.84 3.62 -0.01 -0.02 0.22 -0.06
55.85 3.61 -0.00 -0.02 0.23 -0.06
55.86 3.60 -0.00 -0.02 0.24 -0.06
55.87 3.58 0.00 -0.02 0.25 -0.05
55.88 3.58 0.00 -0.02 0.26 -0.05
55.89 3.56 0.01 -0.02 0.27 -0.05
55.90 3.56 0.01 -0.02 0.28 -0.05
55.91 3.54 0.01 -0.03 0.29 -0.05
55.92 3.54 0.01 -0.03 0.30 -0.05
55.93 3.52 0.02 -0.03 0.31 -0.05
55.94 3.51 0.02 -0.03 0.32 -0.05
55.95 3.50 0.02 -0.03 0.33 -0.04
55.96 3.48 0.03 -0.03 0.33 -0.04
55.97 3.47 0.03 -0.03 0.34 -0.04
55.98 3.46 0.03 -0.03 0.34 -0.04
55.99 3.44 0.04 -0.03 0.35 -0.04
56.00 3.43 0.04 -0.03 0.35 -0.04
56.01 3.43 0.04 -0.03 0.35 -0.03
56.02 3.42 0.05 -0.03 0.36 -0.03
56.03 3.42 0.05 -0.03 0.36 -0.03
56.04 3.43 0.06 -0.03 0.36 -0.03
56.05 3.44 0.06 -0.03 0.36 -0.03
56.06 3.45 0.06 -0.03 0.36 -0.02
56.07 3.46 0.07 -0.03 0.36 -0.02
56.08 3.48 0.07 -0.03 0.36 -0.02
56.09 3.50 0.07 -0.03 0.36 -0.02
56.10 3.52 0.08 -0.03 0.36 -0.01
56.11 3.53 0.08 -0.03 0.36 -0.01
56.12 3.54 0.08 -0.03 0.36 -0.01
56.13 3.55 0.09 -0.03 0.36 -0.01
56.14 3.56 0.09 -0.03 0.35 -0.00
56.15 3.56 0.09 -0.03 0.35 -0.00
56.16 3.56 0.10 -0.03 0.35 0.00
56.17 3.56 0.10 -0.03 0.34 0.00
56.18 3.56 0.10 -0.03 0.34 0.01
56.19 3.56 0.11 -0.03 0.33 0.01
56.20 3.56 0.11 -0.03 0.33 0.01
56.21 3.56 0.11 -0.03 0.32 0.02
56.22 3.56 0.12 -0.03 0.31 0.02
56.23 3.56 0.12 -0.03 0.31 0.02
56.24 3.56 0.12 -0.03 0.30 0.03
56.25 3.56 0.13 -0.03 0.29 0.03
56.26 3.56 0.13 -0.03 0.29 0.03
56.27 3.56 0.13 -0.03 0.28 0.03
56.28 3.56 0.14 -0.03 0.27 0.04
56.29 3.55 0.14 -0.03 0.26 0.04
56.30 3.53 0.14 -0.03 0.25 0.04
56.31 3.52 0.14 -0.03 0.24 0.05
56.32 3.50 0.15 -0.03 0.23 0.05
56.33 3.48 0.15 -0.03 0.22 0.05
56.34 3.46 0.15 -0.03 0.21 0.06
56.35 3.44 0.15 -0.03 0.20 0.06
56.36 3.42 0.15 -0.03 0.19 0.06
56.37 3.41 0.16 -0.03 0.18 0.07
56.38 3.40 0.16 -0.02 0.16 0.07
56.39 3.39 0.16 -0.02 0.15 0.07
56.40 3.39 0.16 -0.02 0.14 0.08
56.41 3.40 0.16 -0.02 0.13 0.08
56.42 3.41 0.16 -0.02 0.11 0.08
56.43 3.43 0.16 -0.02 0.10 0.09
56.44 3.44 0.17 -0.02 0.09 0.09
56.45 3.46 0.17 -0.02 0.08 0.09
56.46 3.48 0.17 -0.02 0.07 0.10
56.47 3.49 0.17 -0.02 0.05 0.10
56.48 3.50 0.17 -0.02 0.04 0.10
56.49 3.51 0.17 -0.01 0.03 0.11
56.50 3.51 0.17 -0.01 0.02 0.11
56.51 3.51 0.17 -0.01 0.01 0.11
56.52 3.51 0.17 -0.01 -0.00 0.12
56.53 3.50 0.17 -0.01 -0.01 0.12
56.54 3.50 0.17 -0.01 -0.03 0.12
56.55 3.50 0.17 -0.01 -0.04 0.12
56.56 3.49 0.17 -0.01 -0.05 0.13
56.57 3.49 0.17 -0.01 -0.06 0.13
56.58 3.50 0.17 -0.00 -0.07 0.13
56.59 3.50 0.17 -0.00 -0.08 0.13
56.60 3.52 0.16 -0.00 -0.08 0.14
56.61 3.53 0.16 0.00 -0.09 0.14
56.62 3.54 0.16 0.00 -0.10 0.14
56.63 3.56 0.16 0.00 -0.11 0.14
56.64 3.57 0.16 0.00 -0.12 0.15
56.65 3.58 0.16 0.01 -0.12 0.15
56.66 3.59 0.16 0.01 -0.13 0.15
56.67 3.60 0.16 0.01 -0.14 0.15
56.68 3.60 0.16 0.01 -0.14 0.15
56.69 3.60 0.15 0.01 -0.15 0.16
56.70 3.59 0.15 0.01 -0.15 0.16
56.71 3.59 0.15 0.02 -0.16 0.16
56.72 3.58 0.15 0.02 -0.16 0.16
56.73 3.57 0.15 0.02 -0.16 0.16
56.74 3.56 0.15 0.02 -0.17 0.16
56.75 3.55 0.14 0.02 -0.17 0.16
56.76 3.54 0.14 0.02 -0.17 0.17
56.77 3.53 0.14 0.02 -0.17 0.17
56.78 3.53 0.14 0.03 -0.18 0.17
56.79 3.52 0.14 0.03 -0.18 0.17
56.80 3.52 0.14 0.03 -0.18 0.17
56.81 3.51 0.13 0.03 -0.18 0.17
56.82 3.51 0.13 0.03 -0.18 0.17
56.83 3.51 0.13 0.03 -0.18 0.17
56.84 3.51 0.13 0.04 -0.18 0.17
56.85 3.51 0.13 0.04 -0.17 0.17
56.86 3.51 0.13 0.04 -0.17 0.17
56.87 3.52 0.12 0.04 -0.17 0.17
56.88 3.52 0.12 0.04 -0.17 0.17
56.89 3.52 0.12 0.05 -0.16 0.17
56.90 3.53 0.12 0.05 -0.16 0.17
56.91 3.54 0.12 0.05 -0.15 0.17
56.92 3.55 0.12 0.05 -0.15 0.17
56.93 3.56 0.11 0.05 -0.14 0.17
56.94 3.57 0.11 0.05 -0.14 0.17
56.95 3.58 0.11 0.06 -0.13 0.17
56.96 3.58 0.11 0.06 -0.12 0.17
56.97 3.59 0.11 0.06 -0.12 0.17
56.98 3.60 0.11 0.06 -0.11 0.17
56.99 3.60 0.11 0.06 -0.10 0.16
57.00 3.60 0.11 0.06 -0.09 0.16
57.01 3.61 0.10 0.07 -0.08 0.16
57.02 3.61 0.10 0.07 -0.07 0.16
57.03 3.61 0.10 0.07 -0.06 0.16
57.04 3.62 0.10 0.07 -0.05 0.16
57.05 3.62 0.10 0.07 -0.04 0.16
57.06 3.62 0.10 0.07 -0.03 0.15
57.07 3.63 0.10 0.07 -0.02 0.15
57.08 3.63 0.10 0.08 -0.01 0.15
57.09 3.64 0.10 0.08 0.00 0.15
57.10 3.65 0.10 0.08 0.02 0.15
57.11 3.65 0.10 0.08 0.03 0.15
57.12 3.66 0.10 0.08 0.04 0.14
57.13 3.66 0.10 0.08 0.05 0.14
57.14 3.66 0.10 0.08 0.07 0.14
57.15 3.67 0.10 0.09 0.08 0.14
57.16 3.67 0.10 0.09 0.09 0.14
57.17 3.67 0.11 0.09 0.10 0.13
57.18 3.67 0.11 0.09 0.12 0.13
57.19 3.66 0.11 0.09 0.13 0.13
57.20 3.66 0.11 0.09 0.14 0.13
57.21 3.67 0.11 0.09 0.16 0.12
57.22 3.67 0.11 0.10 0.17 0.12
57.23 3.67 0.11 0.10 0.18 0.12
57.24 3.68 0.12 0.10 0.19 0.12
57.25 3.69 0.12 0.10 0.21 0.11
57.26 3.70 0.12 0.10 0.22 0.11
57.27 3.70 0.12 0.10 0.23 0.11
57.28 3.71 0.13 0.10 0.25 0.11
57.29 3.72 0.13 0.10 0.26 0.10
57.30 3.72 0.13 0.10 0.27 0.10
57.31 3.72 0.13 0.11 0.28 0.10
57.32 3.71 0.14 0.11 0.29 0.10
57.33 3.70 0.14 0.11 0.31 0.09
57.34 3.69 0.14 0.11 0.32 0.09
57.35 3.68 0.15 0.11 0.33 0.09
57.36 3.67 0.15 0.11 0.34 0.09
57.37 3.65 0.15 0.11 0.35 0.08
57.38 3.64 0.16 0.11 0.36 0.08
57.39 3.63 0.16 0.11 0.36 0.08
57.40 3.63 0.16 0.11 0.37 0.08
57.41 3.62 0.17 0.11 0.38 0.07
57.42 3.63 0.17 0.11 0.39 0.07
